PARAJE;MES;TMED;TMAX;TMIN;HRMED;HRMAX;HRMIN;PREC;RADMED;VVMED;VVMAX;DVMED;ETO;FECHA
Torres De Cotillas;Septiembre;24.24;31.09;18.98;64.22;89.0;34.54;1.52;234.0;1.26;5.68;190.13;4.29;09/09/2025
Torres De Cotillas;Septiembre;24.23;30.81;19.04;60.98;87.99;34.06;0.0;249.88;1.4;6.02;197.98;4.57;10/09/2025
Torres De Cotillas;Septiembre;24.58;31.34;18.64;57.51;80.04;33.94;0.0;252.52;1.31;5.68;172.29;4.67;11/09/2025
Torres De Cotillas;Septiembre;24.36;29.96;19.69;60.14;84.09;37.09;0.09;227.43;1.33;5.76;137.9;4.31;12/09/2025
Torres De Cotillas;Septiembre;23.99;30.76;18.77;63.0;88.88;34.77;0.02;244.99;1.17;5.5;129.26;4.28;13/09/2025
Torres De Cotillas;Septiembre;23.81;30.59;18.22;59.88;86.78;31.49;0.0;253.29;1.3;6.08;160.03;4.46;14/09/2025
Torres De Cotillas;Septiembre;23.42;30.27;17.72;56.89;82.17;29.49;0.04;244.31;1.34;5.63;198.08;4.4;15/09/2025
Torres De Cotillas;Septiembre;22.62;28.96;17.01;61.18;80.62;39.42;0.04;201.82;1.23;4.82;179.09;3.68;16/09/2025
Torres De Cotillas;Septiembre;23.0;29.66;17.68;60.17;83.49;34.38;0.33;220.4;1.32;5.79;163.56;4.06;17/09/2025
Torres De Cotillas;Septiembre;23.61;30.37;17.77;55.92;84.77;28.8;0.0;232.94;1.21;5.72;137.64;4.12;18/09/2025
Torres De Cotillas;Septiembre;23.3;29.72;18.22;59.54;84.03;29.11;0.0;220.19;1.28;5.86;114.02;4.03;19/09/2025
Torres De Cotillas;Septiembre;22.69;28.59;18.19;66.54;87.27;41.56;0.38;206.34;1.16;5.81;140.66;3.62;20/09/2025
Torres De Cotillas;Septiembre;22.7;29.08;17.78;67.98;88.2;41.13;0.38;211.43;1.16;5.28;144.9;3.68;21/09/2025
Torres De Cotillas;Septiembre;22.96;28.86;17.7;67.31;89.88;41.82;1.3;204.96;1.26;5.71;107.43;3.61;22/09/2025
Torres De Cotillas;Septiembre;22.39;27.93;17.98;66.0;88.8;41.6;0.24;205.51;1.21;5.03;188.5;3.53;23/09/2025
Torres De Cotillas;Septiembre;22.51;29.09;17.69;65.56;89.72;36.18;2.16;213.87;1.22;5.86;148.34;3.76;24/09/2025
Torres De Cotillas;Septiembre;21.97;27.53;17.27;64.97;85.13;41.52;1.4;194.12;1.38;6.0;140.57;3.57;25/09/2025
Torres De Cotillas;Septiembre;21.44;27.2;16.72;66.6;85.87;43.27;0.02;212.31;1.27;5.67;117.06;3.42;26/09/2025
Torres De Cotillas;Septiembre;21.08;25.9;17.37;71.86;89.54;49.63;3.68;156.48;1.29;5.71;124.69;2.92;27/09/2025
Torres De Cotillas;Septiembre;20.99;25.41;17.56;70.18;91.06;45.96;1.51;162.04;1.19;5.36;129.39;2.84;28/09/2025
Torres De Cotillas;Septiembre;20.5;25.19;16.62;71.74;89.09;48.32;7.96;154.27;1.34;5.87;121.81;2.84;29/09/2025
Torres De Cotillas;Septiembre;20.7;26.64;15.77;69.19;89.84;43.48;1.42;207.62;1.22;5.54;191.14;3.21;30/09/2025
Torres De Cotillas;Octubre;21.71;27.54;17.14;68.13;87.73;41.24;0.0;205.71;1.3;5.31;158.1;3.37;01/10/2025
Torres De Cotillas;Octubre;21.59;27.82;16.92;68.94;91.39;40.79;1.26;202.98;1.17;5.22;145.56;3.3;02/10/2025
Torres De Cotillas;Octubre;21.63;27.83;16.84;67.93;90.64;38.51;0.07;201.48;1.07;4.9;161.61;3.2;03/10/2025
Torres De Cotillas;Octubre;21.22;27.07;16.68;66.63;90.36;38.7;0.0;196.22;1.26;5.16;181.84;3.21;04/10/2025
Torres De Cotillas;Octubre;21.11;27.93;16.0;66.11;88.16;35.57;0.11;198.88;1.11;5.2;150.7;3.17;05/10/2025
Torres De Cotillas;Octubre;21.39;27.61;16.24;65.92;88.19;38.79;0.02;198.8;1.18;4.98;150.88;3.16;06/10/2025
Torres De Cotillas;Octubre;21.22;27.44;16.1;66.51;90.57;38.67;0.0;187.31;1.08;4.54;176.68;2.98;07/10/2025
Torres De Cotillas;Octubre;21.09;26.58;16.74;66.07;89.59;40.87;0.0;191.99;1.18;5.23;158.8;3.03;08/10/2025
Torres De Cotillas;Octubre;20.17;26.06;15.48;69.38;89.37;43.07;2.98;175.76;1.16;4.66;132.49;2.79;09/10/2025
Torres De Cotillas;Octubre;20.79;26.59;16.13;68.2;87.67;42.58;0.76;179.36;1.23;4.97;184.26;2.82;10/10/2025
Torres De Cotillas;Octubre;20.64;26.43;15.99;68.24;87.19;44.96;0.4;153.79;1.13;4.92;183.8;2.49;11/10/2025
Torres De Cotillas;Octubre;21.17;27.38;16.24;63.08;84.18;37.71;0.53;178.29;1.34;5.68;207.5;3.03;12/10/2025
Torres De Cotillas;Octubre;20.13;26.42;16.01;63.93;87.83;37.36;0.64;163.19;1.18;5.3;236.17;2.74;13/10/2025
Torres De Cotillas;Octubre;18.96;24.4;14.86;70.51;90.32;44.6;3.13;162.86;1.16;5.23;223.89;2.48;14/10/2025
Torres De Cotillas;Octubre;19.39;25.18;14.47;66.01;87.96;38.62;0.0;177.09;1.14;4.29;192.96;2.67;15/10/2025
Torres De Cotillas;Octubre;19.66;25.53;14.76;64.87;84.22;38.36;0.0;187.52;1.21;4.97;202.02;2.83;16/10/2025
Torres De Cotillas;Octubre;19.12;24.89;14.26;66.67;90.29;42.69;0.04;176.09;1.17;4.78;159.39;2.56;17/10/2025
Torres De Cotillas;Octubre;18.76;24.86;14.16;69.4;89.77;42.12;0.29;169.41;1.08;5.67;175.78;2.49;18/10/2025
Torres De Cotillas;Octubre;19.04;24.98;14.13;68.84;92.14;41.56;0.58;172.4;1.17;4.97;166.97;2.51;19/10/2025
Torres De Cotillas;Octubre;19.07;24.3;14.78;71.37;89.08;45.87;4.46;136.77;1.04;4.44;162.66;2.19;20/10/2025
Torres De Cotillas;Octubre;18.71;24.52;14.17;73.47;91.04;47.16;3.44;154.24;1.01;5.39;202.33;2.31;21/10/2025
Torres De Cotillas;Octubre;18.07;23.27;13.72;72.54;91.82;48.69;3.2;136.41;1.16;4.52;175.92;2.2;22/10/2025
Torres De Cotillas;Octubre;18.11;23.3;14.04;72.54;90.49;47.58;0.29;137.2;0.99;4.39;196.7;2.02;23/10/2025
Torres De Cotillas;Octubre;17.99;23.27;13.78;72.87;91.27;48.79;0.4;130.67;0.93;4.04;164.9;1.98;24/10/2025
Torres De Cotillas;Octubre;18.28;23.61;13.99;67.1;85.77;42.69;0.44;143.84;1.39;5.23;204.02;2.42;25/10/2025
Torres De Cotillas;Octubre;17.87;23.17;13.62;68.14;87.36;48.2;0.39;126.24;1.0;4.31;195.97;1.98;26/10/2025
Torres De Cotillas;Octubre;18.09;24.46;13.52;68.77;92.59;43.68;0.29;147.89;0.96;3.81;196.83;2.08;27/10/2025
Torres De Cotillas;Octubre;17.68;23.06;13.26;69.56;89.1;44.49;0.27;134.32;1.2;5.12;176.33;2.08;28/10/2025
Torres De Cotillas;Octubre;16.49;21.12;13.03;64.59;82.57;42.8;0.09;141.99;1.84;6.13;244.14;2.39;29/10/2025
Torres De Cotillas;Octubre;16.16;21.5;11.56;65.0;85.3;41.79;0.0;152.62;1.21;4.89;219.22;2.09;30/10/2025
Torres De Cotillas;Octubre;15.82;20.92;11.17;70.16;89.72;44.84;0.66;136.18;1.11;4.49;161.69;1.89;31/10/2025
Torres De Cotillas;Noviembre;16.56;21.49;12.56;69.99;84.11;49.61;3.11;127.46;1.83;5.99;183.39;2.19;01/11/2025
Torres De Cotillas;Noviembre;16.32;21.28;11.82;68.67;86.22;46.4;2.8;136.17;1.37;5.43;204.5;1.98;02/11/2025
Torres De Cotillas;Noviembre;16.38;22.06;11.73;69.34;90.51;44.76;0.24;139.28;1.01;4.28;234.19;1.83;03/11/2025
Torres De Cotillas;Noviembre;15.8;20.4;11.51;69.3;88.6;47.54;2.0;95.26;1.28;5.26;248.88;1.72;04/11/2025
Torres De Cotillas;Noviembre;16.72;21.26;12.44;60.71;79.34;42.5;0.13;125.07;2.13;7.69;273.41;2.48;05/11/2025
Torres De Cotillas;Noviembre;17.19;21.59;13.9;51.61;67.57;34.27;0.07;145.84;2.49;7.57;287.96;3.06;06/11/2025
Torres De Cotillas;Noviembre;15.39;20.62;10.98;60.0;78.46;39.59;0.46;136.81;1.44;5.58;263.1;2.11;07/11/2025
Torres De Cotillas;Noviembre;15.13;19.73;11.08;61.74;79.02;42.9;1.02;127.24;1.6;5.59;298.14;2.07;08/11/2025
Torres De Cotillas;Noviembre;14.79;19.14;11.17;57.56;73.92;41.0;0.0;131.14;1.94;6.19;295.97;2.32;09/11/2025
Torres De Cotillas;Noviembre;14.52;19.53;10.2;59.78;72.11;41.92;0.91;127.76;1.8;5.69;276.44;2.31;10/11/2025
Torres De Cotillas;Noviembre;14.72;20.07;10.2;62.86;80.59;42.27;0.7;139.09;1.51;5.28;273.02;2.08;11/11/2025
Torres De Cotillas;Noviembre;15.04;20.21;11.09;62.81;80.47;43.13;2.11;124.84;1.44;5.07;275.22;2.0;12/11/2025
Torres De Cotillas;Noviembre;15.1;19.57;11.21;63.14;76.36;46.27;0.24;121.07;1.88;5.38;241.84;2.06;13/11/2025
Torres De Cotillas;Noviembre;14.16;18.49;10.96;63.66;79.41;45.27;0.47;101.99;1.4;5.01;234.96;1.6;14/11/2025
Torres De Cotillas;Noviembre;13.62;18.5;9.38;56.49;77.23;37.03;0.53;142.87;2.09;6.94;288.64;2.14;15/11/2025
Torres De Cotillas;Noviembre;13.01;18.59;8.73;59.27;76.74;37.93;0.07;134.12;1.54;5.14;258.92;1.84;16/11/2025
Torres De Cotillas;Noviembre;12.86;17.99;8.8;62.99;78.46;42.58;0.11;119.99;1.36;4.3;219.94;1.68;17/11/2025
Torres De Cotillas;Noviembre;12.71;18.11;8.1;66.29;84.92;43.39;0.36;122.41;1.33;4.97;198.93;1.49;18/11/2025
Torres De Cotillas;Noviembre;13.01;18.48;8.92;69.33;83.37;47.96;0.11;114.83;1.32;4.18;188.81;1.57;19/11/2025
Torres De Cotillas;Noviembre;13.96;18.82;9.74;68.64;86.82;48.28;0.33;109.88;1.39;5.11;174.13;1.51;20/11/2025
Torres De Cotillas;Noviembre;13.59;19.06;9.01;63.41;81.91;41.02;6.99;114.13;1.63;5.61;252.22;1.84;21/11/2025
Torres De Cotillas;Noviembre;13.34;17.86;9.54;61.2;77.37;43.94;0.09;116.13;2.02;6.82;271.89;1.93;22/11/2025
Torres De Cotillas;Noviembre;12.78;17.32;9.31;63.0;76.41;43.84;3.08;102.5;1.8;6.29;257.79;1.74;23/11/2025
Torres De Cotillas;Noviembre;12.22;17.39;8.24;66.62;79.88;47.51;1.58;112.1;1.37;5.36;226.74;1.57;24/11/2025
Torres De Cotillas;Noviembre;12.3;16.28;8.78;64.66;77.51;48.31;0.96;100.07;1.49;4.76;237.28;1.58;25/11/2025
Torres De Cotillas;Noviembre;11.7;15.96;7.96;65.42;84.78;43.57;1.31;112.44;1.66;5.32;251.84;1.7;26/11/2025
Torres De Cotillas;Noviembre;11.53;14.83;8.56;79.39;92.5;63.13;3.26;73.93;1.34;5.42;191.66;1.08;27/11/2025
Torres De Cotillas;Noviembre;11.37;15.19;8.26;73.82;88.61;56.36;2.0;82.64;1.51;5.7;278.62;1.22;28/11/2025
Torres De Cotillas;Noviembre;10.98;14.73;7.97;72.21;87.38;49.46;3.11;97.69;1.51;5.28;279.5;1.3;29/11/2025
Torres De Cotillas;Noviembre;10.42;14.16;7.18;70.38;86.84;52.51;1.27;81.14;1.89;6.37;253.37;1.41;30/11/2025
Torres De Cotillas;Diciembre;10.86;15.83;7.34;60.0;76.67;41.41;0.23;107.86;2.56;7.39;291.16;2.03;01/12/2025
Torres De Cotillas;Diciembre;9.99;14.29;6.31;60.31;76.82;42.63;1.26;107.84;2.28;7.59;273.44;1.67;02/12/2025
Torres De Cotillas;Diciembre;10.01;14.3;6.53;58.74;76.21;41.88;0.16;102.5;1.59;5.8;261.29;1.42;03/12/2025
Torres De Cotillas;Diciembre;10.24;15.07;6.32;64.97;79.0;44.53;0.56;113.86;1.03;3.92;258.8;1.14;04/12/2025
Torres De Cotillas;Diciembre;10.82;16.02;6.22;67.72;83.74;50.81;3.51;93.54;1.38;5.19;218.14;1.23;05/12/2025
Torres De Cotillas;Diciembre;11.96;17.01;7.74;67.81;82.44;49.61;2.44;100.14;1.64;5.52;268.63;1.46;06/12/2025
Torres De Cotillas;Diciembre;11.58;16.71;7.68;68.12;82.98;48.26;0.07;111.09;1.48;5.47;250.6;1.34;07/12/2025
Torres De Cotillas;Diciembre;11.97;17.34;7.4;69.11;86.24;46.97;0.24;107.42;1.02;4.44;238.76;1.18;08/12/2025
Torres De Cotillas;Diciembre;12.24;16.52;8.84;69.4;83.38;52.12;0.09;98.79;1.82;5.69;250.34;1.53;09/12/2025
Torres De Cotillas;Diciembre;11.56;15.02;8.58;69.42;85.86;54.16;1.13;80.71;1.58;5.36;194.89;1.27;10/12/2025
Torres De Cotillas;Diciembre;11.38;15.78;7.57;68.41;85.38;50.89;0.33;85.51;1.54;5.68;209.87;1.36;11/12/2025
Torres De Cotillas;Diciembre;10.24;15.21;6.26;71.92;88.87;51.03;0.02;99.54;1.22;3.86;250.58;1.1;12/12/2025
Torres De Cotillas;Diciembre;10.27;15.18;6.01;71.34;87.98;49.4;0.04;100.84;1.11;4.02;239.36;1.09;13/12/2025
Torres De Cotillas;Diciembre;10.76;15.53;6.96;74.7;86.58;57.19;0.92;89.87;1.17;4.17;217.5;1.04;14/12/2025
Torres De Cotillas;Diciembre;11.11;15.24;7.57;64.32;85.24;45.27;0.4;99.44;2.17;6.73;263.44;1.5;15/12/2025
Torres De Cotillas;Diciembre;11.22;14.87;7.87;58.87;72.57;45.6;0.13;78.66;2.13;6.22;288.79;1.67;16/12/2025
Torres De Cotillas;Diciembre;11.14;15.06;7.58;60.31;72.47;44.19;0.73;90.46;1.8;5.69;287.04;1.58;17/12/2025
Torres De Cotillas;Diciembre;11.46;15.68;7.94;61.1;75.92;43.32;5.11;84.09;1.78;6.12;243.16;1.52;18/12/2025
Torres De Cotillas;Diciembre;11.54;15.86;8.16;67.11;80.31;50.56;9.96;82.09;1.9;6.19;284.41;1.33;19/12/2025
Torres De Cotillas;Diciembre;11.02;15.51;7.43;64.9;83.29;46.16;2.53;99.87;1.92;5.67;268.23;1.41;20/12/2025
Torres De Cotillas;Diciembre;11.44;16.12;7.93;69.67;84.97;50.53;0.16;94.52;1.52;5.23;236.73;1.3;21/12/2025
Torres De Cotillas;Diciembre;11.62;17.01;7.57;68.63;83.0;47.41;0.09;102.81;1.43;5.21;209.78;1.37;22/12/2025
Torres De Cotillas;Diciembre;10.73;16.06;6.64;72.06;87.4;52.41;0.02;98.21;1.29;5.16;248.5;1.17;23/12/2025
Torres De Cotillas;Diciembre;10.34;15.31;6.61;71.86;88.14;50.29;0.04;95.3;1.4;5.8;207.08;1.17;24/12/2025
Torres De Cotillas;Diciembre;10.0;15.22;5.96;71.32;88.21;49.2;1.07;99.87;1.49;5.33;231.91;1.24;25/12/2025
Torres De Cotillas;Diciembre;9.8;14.82;6.3;64.92;80.34;43.69;0.13;98.84;1.53;6.31;240.8;1.38;26/12/2025
Torres De Cotillas;Diciembre;10.61;15.57;6.22;64.71;83.62;44.23;0.11;102.0;1.98;6.43;241.27;1.61;27/12/2025
Torres De Cotillas;Diciembre;11.18;15.97;7.3;64.96;78.12;47.29;0.0;92.59;1.72;6.19;249.24;1.58;28/12/2025
Torres De Cotillas;Diciembre;10.84;15.0;7.39;62.92;75.48;47.56;0.07;95.24;1.83;5.78;270.54;1.57;29/12/2025
Torres De Cotillas;Diciembre;10.52;15.64;6.39;60.47;75.1;41.42;0.0;109.09;1.36;5.37;269.81;1.39;30/12/2025
Torres De Cotillas;Diciembre;11.06;15.71;6.7;61.62;74.91;47.77;0.67;89.53;1.38;5.99;259.13;1.36;31/12/2025
Totana;Enero;9.18;15.98;4.59;73.41;89.18;49.06;0.18;99.07;1.49;4.59;254.93;1.29;01/01/2025
Totana;Enero;9.72;15.77;5.23;72.73;89.17;49.67;0.33;90.69;1.61;5.47;265.0;1.4;02/01/2025
Totana;Enero;9.84;17.01;4.66;71.38;88.64;42.54;0.16;102.3;1.48;4.62;255.26;1.47;03/01/2025
Totana;Enero;11.3;18.06;6.52;67.19;85.44;44.1;0.0;106.72;1.98;6.27;260.71;1.91;04/01/2025
Totana;Enero;10.83;18.14;5.52;65.36;89.69;39.27;0.13;113.66;1.61;5.74;251.98;1.62;05/01/2025
Totana;Enero;10.9;17.48;6.16;65.98;82.83;44.72;0.02;109.33;1.68;5.24;253.46;1.58;06/01/2025
Totana;Enero;10.27;16.61;6.07;70.99;86.54;49.23;2.24;106.58;1.54;4.44;238.71;1.47;07/01/2025
Totana;Enero;9.09;15.6;4.63;72.32;91.66;46.93;0.0;110.37;1.62;4.5;261.61;1.42;08/01/2025
Totana;Enero;9.14;15.39;4.42;67.93;89.36;42.16;0.0;112.7;1.54;5.0;263.88;1.41;09/01/2025
Totana;Enero;9.77;15.63;5.21;68.8;86.89;45.67;0.27;95.7;1.63;4.93;222.57;1.56;10/01/2025
Totana;Enero;11.01;16.74;5.86;66.24;85.07;47.7;0.0;101.96;1.91;6.12;265.83;1.76;11/01/2025
Totana;Enero;10.19;16.64;4.92;70.47;87.82;44.09;0.02;108.73;1.58;5.33;247.76;1.53;12/01/2025
Totana;Enero;10.29;16.22;6.44;67.77;88.33;42.84;0.0;103.32;1.71;5.24;263.97;1.59;13/01/2025
Totana;Enero;10.41;16.41;5.77;58.48;78.72;38.76;0.02;108.78;2.26;7.07;274.63;1.96;14/01/2025
Totana;Enero;10.81;16.32;6.02;61.12;84.18;38.4;0.83;116.31;1.89;6.62;259.24;1.78;15/01/2025
Totana;Enero;10.64;15.37;6.59;61.96;79.48;44.01;0.27;95.06;2.22;6.98;282.51;1.94;16/01/2025
Totana;Enero;10.41;15.84;5.53;62.97;85.21;41.23;0.79;122.36;2.12;6.5;242.02;1.81;17/01/2025
Totana;Enero;9.43;14.54;4.36;72.12;92.9;50.39;1.3;94.38;1.58;5.18;220.31;1.4;18/01/2025
Totana;Enero;9.51;13.58;6.19;75.8;91.66;55.37;3.99;80.86;1.94;5.96;174.43;1.32;19/01/2025
Totana;Enero;9.23;14.91;4.74;69.38;89.24;45.18;0.0;116.51;1.93;6.26;268.19;1.63;20/01/2025
Totana;Enero;8.81;15.01;3.54;68.91;91.29;41.11;0.07;120.47;1.79;5.66;230.94;1.59;21/01/2025
Totana;Enero;9.19;15.63;4.4;63.94;84.42;39.46;0.37;121.96;2.1;6.51;264.59;1.83;22/01/2025
Totana;Enero;9.06;13.99;5.14;67.36;84.78;45.27;0.09;115.12;2.07;6.39;211.28;1.69;23/01/2025
Totana;Enero;9.84;15.29;4.77;65.67;86.29;44.51;0.11;115.4;2.0;6.47;210.5;1.74;24/01/2025
Totana;Enero;9.91;15.11;5.73;71.63;86.41;49.79;0.91;96.96;1.53;5.17;182.82;1.57;25/01/2025
Totana;Enero;9.66;15.12;5.21;73.33;89.46;48.42;3.49;93.23;1.7;6.11;213.27;1.62;26/01/2025
Totana;Enero;10.02;14.69;5.98;73.98;86.19;53.34;1.33;94.14;1.64;5.78;218.37;1.59;27/01/2025
Totana;Enero;9.63;15.39;4.36;66.71;88.52;41.02;0.02;132.49;1.81;6.14;258.84;1.81;28/01/2025
Totana;Enero;9.82;15.79;4.84;60.46;82.37;36.39;0.0;126.88;2.11;6.79;236.3;2.1;29/01/2025
Totana;Enero;10.78;17.38;5.76;60.28;79.17;35.08;1.14;145.2;2.18;6.57;247.91;2.34;30/01/2025
Totana;Enero;10.22;16.91;4.84;62.19;80.43;37.84;0.6;138.8;2.13;5.68;255.69;2.19;31/01/2025
Totana;Febrero;10.24;17.3;4.64;62.19;81.88;37.07;0.0;145.5;2.06;6.29;257.81;2.2;01/02/2025
Totana;Febrero;9.7;14.84;4.82;61.87;81.82;40.14;0.44;131.7;1.97;6.22;239.17;1.93;02/02/2025
Totana;Febrero;9.27;14.87;4.48;58.13;77.8;36.26;0.0;138.17;2.36;7.06;266.58;2.21;03/02/2025
Totana;Febrero;9.54;14.97;5.1;57.04;74.8;33.88;0.24;135.39;2.26;7.12;247.42;2.2;04/02/2025
Totana;Febrero;10.77;16.86;5.67;56.81;77.14;34.72;0.02;146.1;2.54;8.3;241.31;2.53;05/02/2025
Totana;Febrero;11.23;17.71;6.12;56.76;76.23;33.83;0.0;160.13;2.13;7.17;264.64;2.48;06/02/2025
Totana;Febrero;10.82;15.82;6.5;51.59;68.9;34.07;0.02;131.69;2.56;8.92;288.66;2.63;07/02/2025
Totana;Febrero;9.41;15.08;4.33;57.26;75.89;38.41;0.0;141.19;1.9;6.56;213.58;2.09;08/02/2025
Totana;Febrero;9.38;15.06;4.21;60.58;83.89;37.77;0.09;142.97;1.94;6.53;215.94;2.07;09/02/2025
Totana;Febrero;9.77;14.72;4.86;64.64;84.47;44.86;0.38;123.06;2.12;6.44;156.62;2.07;10/02/2025
Totana;Febrero;9.74;14.28;5.78;62.51;82.57;44.22;0.0;121.52;2.36;7.77;132.17;2.06;11/02/2025
Totana;Febrero;9.49;14.38;5.32;63.04;78.47;44.49;1.7;127.43;1.92;6.47;172.57;2.0;12/02/2025
Totana;Febrero;10.79;16.16;5.92;64.63;81.1;42.12;0.89;117.86;2.11;6.6;208.88;2.22;13/02/2025
Totana;Febrero;11.37;16.53;6.76;62.66;84.93;43.7;0.27;138.57;2.57;7.88;215.48;2.36;14/02/2025
Totana;Febrero;10.53;15.66;6.01;67.46;82.6;46.63;0.91;131.86;2.02;6.43;188.49;2.16;15/02/2025
Totana;Febrero;9.8;14.89;5.53;69.58;84.27;50.22;0.18;127.89;1.56;5.61;146.6;1.82;16/02/2025
Totana;Febrero;9.69;13.98;5.34;72.97;88.12;53.86;0.49;114.68;2.09;6.51;150.74;1.78;17/02/2025
Totana;Febrero;10.53;15.0;6.5;72.69;88.47;54.01;1.51;114.66;1.62;5.32;188.36;1.64;18/02/2025
Totana;Febrero;10.57;14.94;6.94;74.48;90.52;50.3;0.78;105.27;1.68;5.7;127.19;1.7;19/02/2025
Totana;Febrero;10.72;15.81;6.41;71.73;92.23;47.33;0.18;128.2;1.86;6.56;140.78;1.93;20/02/2025
Totana;Febrero;11.51;16.73;6.43;67.7;88.34;46.09;0.4;143.93;2.01;7.19;187.07;2.24;21/02/2025
Totana;Febrero;12.46;18.44;6.54;57.8;82.7;34.94;0.02;164.68;2.3;7.27;203.94;2.81;22/02/2025
Totana;Febrero;12.84;18.52;7.62;54.94;77.66;33.57;0.22;166.33;2.38;7.18;201.61;2.91;23/02/2025
Totana;Febrero;11.47;16.91;6.39;60.29;75.71;40.94;1.0;151.99;1.97;6.56;231.11;2.54;24/02/2025
Totana;Febrero;11.99;17.61;6.22;60.27;77.18;40.72;0.0;170.1;2.24;7.57;215.96;2.8;25/02/2025
Totana;Febrero;13.32;19.87;7.54;57.0;77.17;35.01;0.02;173.41;2.04;7.18;260.73;2.96;26/02/2025
Totana;Febrero;11.79;17.53;6.91;62.2;80.52;38.13;0.31;149.48;2.09;8.04;207.57;2.63;27/02/2025
Totana;Febrero;11.82;18.34;6.19;60.04;80.34;36.68;0.99;167.11;2.33;8.03;236.96;2.96;28/02/2025
Totana;Marzo;12.2;18.46;6.87;57.61;78.61;34.84;0.0;184.93;2.14;6.6;224.31;2.97;01/03/2025
Totana;Marzo;12.07;19.08;6.44;62.81;82.6;37.64;2.93;185.97;1.86;5.9;186.66;2.87;02/03/2025
Totana;Marzo;12.47;18.52;7.43;66.61;89.09;41.38;2.53;177.11;2.16;7.62;195.26;2.83;03/03/2025
Totana;Marzo;12.29;17.49;7.93;66.8;88.79;43.79;2.18;164.44;2.01;7.2;158.12;2.61;04/03/2025
Totana;Marzo;11.54;16.91;6.22;61.39;81.74;41.64;0.93;170.21;2.23;6.56;220.59;2.76;05/03/2025
Totana;Marzo;11.64;17.47;6.04;58.28;82.48;36.11;0.2;200.68;2.29;7.24;180.03;3.0;06/03/2025
Totana;Marzo;11.77;18.3;5.68;61.74;84.53;33.48;0.04;190.29;1.8;6.38;207.11;2.81;07/03/2025
Totana;Marzo;11.6;17.09;5.94;59.59;86.78;39.08;0.24;169.94;2.03;6.49;148.28;2.64;08/03/2025
Totana;Marzo;11.76;18.2;5.88;60.07;85.27;33.97;0.8;192.61;2.09;6.57;220.01;2.99;09/03/2025
Totana;Marzo;11.61;17.81;5.87;60.07;81.34;36.31;1.24;188.63;1.91;5.98;177.7;2.9;10/03/2025
Totana;Marzo;12.44;18.7;6.59;58.39;80.1;37.14;2.07;196.26;2.03;6.83;179.67;3.09;11/03/2025
Totana;Marzo;12.44;18.18;7.53;63.41;81.33;43.71;1.86;163.47;1.48;5.19;162.92;2.58;12/03/2025
Totana;Marzo;10.98;16.66;5.93;67.87;90.76;40.91;1.12;198.18;1.93;7.53;130.86;2.68;13/03/2025
Totana;Marzo;11.14;17.04;6.21;65.86;84.32;40.6;1.88;178.94;1.74;5.97;167.52;2.62;14/03/2025
Totana;Marzo;11.77;18.44;6.09;62.57;86.77;35.6;0.07;210.22;1.73;5.79;207.4;3.0;15/03/2025
Totana;Marzo;11.91;18.68;6.11;63.53;83.34;36.51;0.0;225.27;1.72;5.73;143.04;3.1;16/03/2025
Totana;Marzo;12.67;19.19;6.27;62.96;84.22;40.41;0.22;195.79;1.76;6.22;170.38;2.94;17/03/2025
Totana;Marzo;12.82;19.29;6.69;66.2;86.42;41.19;1.63;212.2;1.59;5.13;190.9;3.02;18/03/2025
Totana;Marzo;12.94;19.06;7.14;69.18;93.79;45.19;0.27;191.4;1.49;5.28;171.16;2.69;19/03/2025
Totana;Marzo;12.93;17.98;8.83;73.58;94.91;45.82;0.33;165.27;1.81;6.21;165.79;2.52;20/03/2025
Totana;Marzo;12.41;17.71;7.89;76.77;94.89;54.44;4.51;172.16;1.57;6.41;209.09;2.46;21/03/2025
Totana;Marzo;13.12;18.36;7.97;69.4;89.04;48.64;0.97;184.8;1.84;6.87;190.22;2.88;22/03/2025
Totana;Marzo;11.7;15.89;7.78;68.73;84.64;50.79;1.84;174.17;1.78;5.79;169.78;2.53;23/03/2025
Totana;Marzo;12.29;17.17;7.51;65.09;89.04;44.34;0.76;181.74;1.94;6.68;169.49;2.81;24/03/2025
Totana;Marzo;13.18;18.58;7.62;60.87;82.96;38.79;0.13;214.3;2.0;7.03;199.0;3.43;25/03/2025
Totana;Marzo;13.77;20.37;8.0;58.52;82.12;35.37;0.04;227.16;2.5;7.86;227.82;3.84;26/03/2025
Totana;Marzo;15.37;21.26;8.98;54.32;81.16;32.52;0.0;255.86;2.17;6.97;222.14;4.03;27/03/2025
Totana;Marzo;15.52;21.8;9.74;58.51;81.01;35.82;0.2;231.07;1.91;6.47;188.98;3.77;28/03/2025
Totana;Marzo;15.21;21.72;9.33;63.98;83.97;38.42;0.58;221.53;1.93;6.77;161.27;3.6;29/03/2025
Totana;Marzo;16.0;22.84;9.62;53.67;78.44;28.69;0.0;259.2;1.91;6.63;204.71;4.24;30/03/2025
Totana;Marzo;15.44;22.19;9.31;55.14;78.59;30.52;0.09;242.82;1.62;5.14;212.3;3.88;31/03/2025
Totana;Abril;15.21;21.39;9.17;53.8;80.76;31.53;0.0;251.59;1.99;6.63;196.6;4.0;01/04/2025
Totana;Abril;14.44;21.11;8.23;56.21;83.07;33.13;0.0;249.2;1.74;6.19;199.61;3.79;02/04/2025
